Manufacturer,Model,Engine size,Fuel type,Year of manufacture, Mileage , Price 
Ford,Fiesta,1.4,Petrol,2015," 33,652 "," 16,485 "
Toyota,Yaris,1.4,Hybrid,2009," 36,173 "," 15,128 "
VW,Polo,1.2,Petrol,1999," 172,201 "," 1,961 "
Ford,Fiesta,1.4,Petrol,2004," 131,687 "," 4,016 "
Toyota,Prius,1.8,Hybrid,1999," 107,866 "," 7,077 "
Toyota,RAV4,2.2,Petrol,1992," 180,536 "," 2,674 "
VW,Polo,1.4,Petrol,1995," 168,931 "," 1,668 "
Ford,Focus,1,Petrol,2005," 96,812 "," 6,852 "
Ford,Mondeo,1.6,Petrol,2008," 48,438 "," 14,527 "
Ford,Mondeo,1.6,Diesel,2015," 35,955 "," 26,230 "
Ford,Fiesta,1.4,Hybrid,1995," 147,167 "," 2,336 "
VW,Golf,1.4,Petrol,1991," 113,004 "," 2,375 "
VW,Polo,1.6,Petrol,1995," 132,637 "," 2,400 "
VW,Passat,1.8,Diesel,2001," 110,995 "," 6,969 "
Ford,Fiesta,1,Petrol,2006," 30,659 "," 7,780 "
Ford,Fiesta,1.4,Petrol,2008," 121,119 "," 5,693 "
Ford,Fiesta,1.4,Petrol,2003," 30,118 "," 7,560 "
Ford,Fiesta,1.2,Petrol,2013," 24,135 "," 14,104 "
VW,Golf,1.2,Petrol,1985," 287,756 ", 321 
Porsche,718 Cayman,2,Petrol,2008," 112,363 "," 14,079 "
VW,Passat,1.6,Diesel,1992," 178,586 "," 2,088 "
VW,Golf,2,Diesel,2008," 78,167 "," 11,906 "
Toyota,Prius,1,Hybrid,1998," 178,382 "," 2,797 "
Ford,Fiesta,1,Diesel,2010," 86,043 "," 7,478 "
Ford,Focus,2,Petrol,2014," 82,905 "," 19,491 "
Ford,Mondeo,1.6,Diesel,1990," 249,306 ", 920 
VW,Golf,1.6,Diesel,2015," 51,188 "," 20,271 "
Ford,Focus,1.8,Petrol,2011," 80,056 "," 15,440 "
BMW,Z4,2.2,Petrol,1993," 130,898 "," 3,893 "
Ford,Focus,1.8,Petrol,2016," 45,156 "," 27,048 "
Ford,Fiesta,1.2,Petrol,1986," 232,928 ", 470 
Toyota,Yaris,1.4,Hybrid,2017," 37,023 "," 25,659 "
Ford,Mondeo,1.6,Diesel,2008," 88,692 "," 11,673 "
Toyota,RAV4,2.2,Hybrid,1999," 179,132 "," 5,179 "
BMW,X3,2.4,Diesel,2009," 73,689 "," 19,830 "
VW,Golf,1.4,Petrol,1988," 245,584 ", 629 
Toyota,Prius,1.4,Hybrid,2003," 127,421 "," 7,017 "
Ford,Mondeo,2,Diesel,2006," 83,164 "," 11,875 "
VW,Passat,1.8,Diesel,1996," 156,786 "," 3,475 "
BMW,Z4,2.4,Petrol,1988," 148,133 "," 2,538 "
BMW,M5,4.4,Petrol,1994," 217,919 "," 5,072 "
VW,Golf,1.2,Petrol,1995," 147,495 "," 2,189 "
Ford,Focus,2,Petrol,2016," 43,819 "," 28,745 "
Toyota,Yaris,1.4,Petrol,2011," 91,752 "," 10,016 "
VW,Polo,1.6,Petrol,1996," 164,543 "," 1,978 "
Ford,Mondeo,1.4,Diesel,2014," 62,466 "," 19,472 "
Porsche,Cayenne,4,Diesel,1992," 159,349 "," 5,864 "
VW,Passat,1.6,Petrol,2011," 50,683 "," 18,487 "
Ford,Fiesta,1,Petrol,1986," 195,928 ", 597 
VW,Passat,1.6,Diesel,2009," 55,846 "," 16,444 "
Ford,Focus,1.8,Diesel,2014," 40,258 "," 25,603 "
VW,Passat,1.6,Diesel,2005," 43,558 "," 13,595 "
Toyota,Yaris,1.4,Petrol,1994," 166,283 "," 1,800 "
VW,Passat,2,Diesel,2017," 37,193 "," 35,144 "
Toyota,Yaris,1.2,Petrol,1988," 155,880 "," 1,218 "
Toyota,Prius,1.8,Hybrid,1991," 230,562 "," 1,483 "
Porsche,718 Cayman,2.4,Petrol,2012," 66,464 "," 27,882 "
Ford,Fiesta,1.2,Petrol,2010," 85,144 "," 7,851 "
Ford,Fiesta,1.2,Petrol,1993," 85,025 "," 2,529 "
Toyota,Prius,1,Hybrid,2006," 94,350 "," 9,288 "
BMW,X3,2.4,Petrol,1991," 177,226 "," 2,552 "
Toyota,Yaris,1.4,Petrol,2000," 196,556 "," 2,070 "
Toyota,RAV4,1.8,Hybrid,2009," 98,489 "," 17,361 "
Ford,Fiesta,1.2,Petrol,2004," 105,758 "," 4,535 "
VW,Golf,1.8,Diesel,1997," 198,751 "," 2,082 "
VW,Golf,1.2,Petrol,2004," 112,624 "," 5,246 "
VW,Passat,1.6,Diesel,2013," 62,681 "," 20,545 "
Ford,Focus,1.4,Diesel,1995," 96,975 "," 4,365 "
VW,Polo,1,Petrol,2000," 157,629 "," 2,162 "
Ford,Mondeo,1.6,Diesel,1997," 124,527 "," 4,295 "
VW,Golf,2,Petrol,1995," 136,295 "," 3,093 "
VW,Passat,1.8,Diesel,2011," 62,672 "," 19,072 "
Porsche,911,2.2,Petrol,2010," 73,209 "," 39,394 "
BMW,Z4,2.4,Petrol,1989," 304,413 ", 666 
Ford,Fiesta,1,Petrol,2013," 71,243 "," 9,629 "
VW,Golf,1.4,Petrol,2016," 38,528 "," 20,854 "
VW,Golf,1.2,Hybrid,1996," 138,083 "," 3,030 "
VW,Polo,1.4,Petrol,2006," 96,564 "," 6,145 "
BMW,Z4,2.2,Petrol,2003," 170,680 "," 5,477 "
VW,Polo,1,Petrol,1996," 103,590 "," 2,532 "
Ford,Mondeo,1.8,Diesel,2011," 71,301 "," 17,051 "
Ford,Fiesta,1.4,Diesel,2004," 81,313 "," 6,130 "
Ford,Fiesta,1.2,Petrol,2007," 104,779 "," 5,579 "
Toyota,Yaris,1.4,Hybrid,2006," 76,988 "," 9,549 "
Porsche,718 Cayman,2.4,Petrol,2001," 242,455 "," 3,205 "
VW,Passat,1.8,Diesel,2007," 51,340 "," 15,705 "
Ford,Mondeo,1.4,Hybrid,2011," 58,328 "," 18,714 "
Toyota,Yaris,1.4,Hybrid,2009," 66,426 "," 12,521 "
BMW,Z4,3,Petrol,2010," 98,611 "," 18,042 "
Ford,Focus,1.8,Hybrid,2003," 105,908 "," 9,031 "
VW,Passat,1.8,Diesel,2000," 124,209 "," 5,894 "
Ford,Mondeo,1.8,Diesel,2011," 79,866 "," 16,086 "
VW,Passat,2,Petrol,2009," 85,900 "," 14,317 "
Ford,Fiesta,1.4,Petrol,1993," 173,531 "," 1,368 "
Ford,Mondeo,1.6,Hybrid,2018," 29,107 "," 38,099 "
VW,Passat,1.4,Diesel,2003," 117,916 "," 6,664 "
VW,Golf,1.4,Petrol,2006," 107,852 "," 6,711 "
VW,Golf,1.8,Petrol,2002," 144,427 "," 4,384 "
Ford,Fiesta,1,Petrol,1992," 243,278 ", 582 
VW,Passat,1.6,Diesel,2016," 43,648 "," 28,290 "
VW,Golf,2,Petrol,2003," 131,722 "," 5,467 "
BMW,X3,2,Diesel,2013," 90,451 "," 21,038 "
Porsche,911,3,Petrol,1998," 139,342 "," 12,658 "
BMW,M5,4.4,Petrol,1998," 69,369 "," 21,713 "
Ford,Mondeo,2,Diesel,2002," 147,128 "," 5,600 "
Ford,Fiesta,1.2,Petrol,2015," 19,582 "," 16,527 "
Ford,Mondeo,1.6,Diesel,2007," 80,195 "," 11,589 "
Toyota,Prius,1.8,Hybrid,2009," 81,238 "," 16,697 "
Ford,Focus,1.6,Petrol,1996," 196,174 "," 2,130 "
Ford,Mondeo,2,Diesel,1994," 131,582 "," 3,721 "
VW,Golf,1.6,Petrol,1993," 189,866 "," 1,548 "
BMW,M5,4,Petrol,2019," 20,378 "," 113,184 "
Toyota,RAV4,2.2,Petrol,1997," 115,203 "," 6,346 "
Toyota,Prius,1.8,Hybrid,2019," 27,503 "," 45,671 "
BMW,X3,3,Diesel,2009," 70,576 "," 22,640 "
Ford,Focus,1,Petrol,2015," 49,060 "," 18,412 "
VW,Polo,1,Petrol,2003," 79,216 "," 4,806 "
BMW,Z4,2,Petrol,2018," 40,402 "," 37,005 "
VW,Passat,2,Diesel,2002," 141,299 "," 6,202 "
Ford,Fiesta,1,Petrol,1995," 230,347 ", 800 
VW,Polo,1.6,Petrol,1991," 291,919 ", 448 
Toyota,Yaris,1.2,Petrol,2011," 88,770 "," 9,472 "
Toyota,Prius,1.8,Hybrid,2011," 50,464 "," 23,365 "
VW,Golf,1.2,Petrol,1996," 168,799 "," 1,961 "
VW,Passat,1.4,Diesel,1998," 122,261 "," 4,618 "
VW,Polo,1.2,Diesel,2007," 121,933 "," 5,281 "
Toyota,Prius,1,Hybrid,2019," 2,000 "," 39,035 "
VW,Polo,1.2,Petrol,2012," 13,811 "," 14,328 "
Ford,Mondeo,1.6,Diesel,1991," 130,028 "," 2,758 "
Ford,Focus,2,Petrol,2011," 89,067 "," 15,281 "
Toyota,Prius,1.4,Hybrid,2002," 104,262 "," 7,830 "
Ford,Fiesta,1.2,Petrol,1995," 163,958 "," 1,569 "
Ford,Mondeo,2,Petrol,2017," 31,927 "," 32,672 "
VW,Passat,1.4,Diesel,2014," 50,689 "," 22,177 "
Porsche,718 Cayman,2,Petrol,2017," 27,999 "," 45,012 "
Ford,Fiesta,1.4,Petrol,1997," 120,733 "," 2,742 "
Ford,Focus,1,Petrol,1993," 81,206 "," 3,438 "
Ford,Mondeo,1.6,Diesel,1995," 257,629 "," 1,188 "
Porsche,718 Cayman,2.4,Petrol,1990," 217,028 "," 1,939 "
BMW,M5,5,Petrol,2016," 39,405 "," 92,884 "
Toyota,Yaris,1.2,Hybrid,1996," 224,732 "," 1,370 "
VW,Polo,1.6,Diesel,2000," 103,321 "," 4,401 "
Toyota,Prius,1,Hybrid,2001," 158,898 "," 4,026 "
VW,Golf,1.4,Petrol,2005," 75,466 "," 7,912 "
BMW,M5,4,Petrol,2018," 24,286 "," 103,610 "
Toyota,Yaris,1.2,Petrol,2010," 79,807 "," 9,434 "
Toyota,Yaris,1.2,Petrol,2014," 51,181 "," 14,870 "
Ford,Mondeo,1.8,Hybrid,2019," 27,963 "," 43,479 "
BMW,Z4,2.4,Petrol,2009," 75,452 "," 17,773 "
Toyota,RAV4,1.8,Hybrid,2009," 64,931 "," 21,908 "
VW,Polo,1.4,Diesel,2006," 61,418 "," 8,215 "
Ford,Focus,1.6,Diesel,1990," 290,949 ", 628 
Toyota,RAV4,2.4,Hybrid,2018," 42,218 "," 53,195 "
Toyota,RAV4,1.8,Hybrid,2006," 117,759 "," 12,309 "
VW,Polo,2,Petrol,2014," 52,791 "," 16,845 "
VW,Golf,1.2,Diesel,2017," 46,113 "," 20,699 "
Toyota,RAV4,2.4,Hybrid,1994," 14,500 "," 12,579 "
Toyota,Prius,1,Hybrid,1990," 252,938 ", 842 
VW,Polo,1.2,Petrol,2018," 29,660 "," 19,578 "
VW,Passat,2,Diesel,2015," 26,904 "," 32,646 "
Ford,Fiesta,1.2,Petrol,2012," 75,868 "," 9,564 "
BMW,X3,2,Diesel,1995," 257,691 "," 1,553 "
VW,Polo,1.2,Petrol,2014," 38,081 "," 14,276 "
VW,Golf,1.2,Petrol,2004," 134,180 "," 4,440 "
Toyota,Prius,1.8,Hybrid,1999," 205,394 "," 3,169 "
VW,Golf,1.4,Diesel,1992," 175,544 "," 1,609 "
VW,Passat,1.8,Diesel,2011," 40,106 "," 21,964 "
BMW,M5,5,Petrol,2016," 31,118 "," 97,516 "
Porsche,Cayenne,3.5,Petrol,2017," 5,141 "," 79,790 "
Ford,Mondeo,1.8,Hybrid,2009," 123,205 "," 11,708 "
Toyota,RAV4,2.2,Petrol,2008," 125,516 "," 12,205 "
Toyota,Prius,1,Hybrid,2004," 124,368 "," 6,492 "
Ford,Mondeo,1.4,Diesel,2012," 74,185 "," 15,765 "
Toyota,RAV4,2.4,Petrol,2013," 50,051 "," 30,273 "
Ford,Focus,1.6,Diesel,2009," 132,320 "," 9,077 "
BMW,M5,5,Petrol,1991," 318,228 "," 1,735 "
VW,Passat,2,Petrol,1999," 160,502 "," 4,132 "
Toyota,Prius,1.8,Hybrid,2017," 30,045 "," 39,394 "
VW,Passat,1.4,Petrol,2012," 58,440 "," 17,599 "
Toyota,Prius,1.8,Hybrid,2005," 80,079 "," 12,891 "
Ford,Fiesta,1.4,Petrol,2013," 74,394 "," 11,154 "
Ford,Fiesta,1.4,Petrol,2018," 11,443 "," 22,781 "
Toyota,Prius,1.4,Hybrid,1991," 90,163 "," 4,165 "
Ford,Mondeo,1.4,Diesel,1999," 134,793 "," 4,235 "
VW,Polo,1.2,Petrol,1996," 182,467 "," 1,471 "
Porsche,911,3,Petrol,1989," 142,976 "," 6,746 "
Toyota,Yaris,1.2,Hybrid,1991," 185,184 "," 1,394 "
Porsche,Cayenne,3.5,Diesel,2013," 37,876 "," 53,536 "
Toyota,RAV4,2.4,Hybrid,1991," 176,986 "," 3,232 "
Toyota,Prius,1.8,Hybrid,1993," 153,602 "," 3,311 "
Ford,Focus,1,Petrol,2002," 149,288 "," 3,739 "
Ford,Fiesta,1.2,Petrol,2000," 101,171 "," 3,593 "
Ford,Mondeo,1.6,Diesel,1995," 184,812 "," 2,289 "
Toyota,RAV4,1.8,Hybrid,2016," 38,742 "," 41,167 "
Ford,Mondeo,2,Diesel,2010," 85,397 "," 15,263 "
VW,Golf,2,Diesel,2011," 94,138 "," 12,998 "
VW,Golf,1.6,Diesel,2009," 156,458 "," 6,272 "
Ford,Focus,2,Diesel,1996," 146,361 "," 3,812 "
Porsche,718 Cayman,2,Petrol,2004," 84,771 "," 13,182 "
Toyota,RAV4,2,Hybrid,2008," 88,244 "," 18,426 "
Ford,Focus,1.8,Petrol,2021," 16,079 "," 44,629 "
Ford,Focus,1.4,Petrol,1989," 188,078 "," 1,341 "
Ford,Focus,2,Petrol,2010," 83,843 "," 14,831 "
Ford,Focus,1.6,Diesel,2007," 117,572 "," 8,909 "
VW,Golf,1.6,Hybrid,2000," 17,690 "," 10,367 "
Toyota,RAV4,2,Hybrid,2002," 139,019 "," 8,414 "
VW,Passat,1.8,Diesel,2005," 71,014 "," 12,098 "
VW,Passat,1.4,Petrol,2004," 89,298 "," 8,379 "
Toyota,Yaris,1.4,Petrol,1994," 191,015 "," 1,456 "
Toyota,Prius,1,Hybrid,1989," 323,617 ", 403 
Porsche,718 Cayman,2,Petrol,1999," 47,857 "," 12,049 "
VW,Polo,1.4,Petrol,2019," 25,929 "," 23,090 "
VW,Passat,1.8,Petrol,1998," 111,442 "," 5,416 "
VW,Polo,1.6,Petrol,2022," 1,340 "," 34,380 "
VW,Passat,1.6,Diesel,2001," 179,596 "," 3,773 "
Toyota,Yaris,1.2,Hybrid,2000," 154,178 "," 3,300 "
Porsche,Cayenne,3,Petrol,2011," 42,042 "," 40,294 "
Toyota,Yaris,1,Hybrid,1990," 192,196 "," 1,120 "
Toyota,RAV4,1.8,Hybrid,1994," 205,875 "," 2,658 "
BMW,Z4,2.4,Petrol,1999," 221,904 "," 2,797 "
VW,Polo,1.6,Petrol,2010," 78,518 "," 9,742 "
Toyota,Yaris,1.2,Petrol,2005," 113,842 "," 5,283 "
Ford,Focus,2,Diesel,1992," 224,329 "," 1,490 "
BMW,M5,5,Petrol,2010," 97,274 "," 42,410 "
Toyota,Yaris,1.4,Petrol,1997," 94,868 "," 3,851 "
Toyota,Yaris,1,Hybrid,2009," 115,493 "," 7,461 "
BMW,X3,2.4,Diesel,2017," 46,970 "," 40,174 "
Ford,Mondeo,2,Diesel,2004," 90,378 "," 9,877 "
Toyota,Prius,1.8,Hybrid,1994," 166,217 "," 3,186 "
VW,Golf,1.4,Petrol,1994," 116,666 "," 2,821 "
VW,Passat,2,Diesel,2013," 101,414 "," 17,557 "
Toyota,Yaris,1.2,Petrol,2010," 44,928 "," 11,838 "
VW,Polo,1,Petrol,1999," 70,310 "," 3,910 "
Toyota,Yaris,1,Petrol,1997," 135,906 "," 2,383 "
Ford,Mondeo,2,Diesel,2012," 103,935 "," 15,260 "
VW,Polo,1,Petrol,2018," 40,151 "," 16,806 "
Ford,Mondeo,1.8,Diesel,2004," 102,356 "," 8,592 "
Ford,Focus,1.6,Diesel,2013," 49,300 "," 21,370 "
Toyota,Yaris,1.4,Hybrid,2009," 73,272 "," 11,961 "
VW,Golf,1.4,Petrol,2005," 157,285 "," 4,250 "
Ford,Focus,1.4,Petrol,1998," 89,015 "," 5,376 "
VW,Passat,1.8,Diesel,1989," 209,341 "," 1,386 "
Ford,Mondeo,1.4,Diesel,1999," 176,764 "," 2,995 "
VW,Golf,1.2,Petrol,1999," 131,758 "," 3,243 "
Ford,Mondeo,2,Diesel,2010," 18,500 "," 23,201 "
VW,Polo,1.2,Petrol,2011," 77,199 "," 9,100 "
Ford,Fiesta,1.4,Petrol,2017," 31,619 "," 19,060 "
Toyota,Yaris,1.2,Petrol,2009," 75,610 "," 9,083 "
Ford,Focus,1,Petrol,1999," 111,259 "," 4,128 "
BMW,Z4,2.2,Petrol,2018," 35,263 "," 40,013 "
VW,Polo,2,Petrol,2016," 10,013 "," 24,642 "
Porsche,718 Cayman,2.4,Petrol,2012," 80,982 "," 25,274 "
VW,Golf,2,Diesel,2010," 56,373 "," 15,716 "
Ford,Focus,1.8,Petrol,2010," 40,643 "," 18,633 "
VW,Polo,1.4,Petrol,1996," 183,779 "," 1,571 "
Porsche,718 Cayman,2,Petrol,1993," 198,877 "," 2,541 "
Ford,Focus,1.8,Petrol,2005," 122,133 "," 7,604 "
BMW,X3,3,Diesel,2011," 73,146 "," 25,426 "
Ford,Mondeo,1.4,Diesel,2012," 83,535 "," 14,783 "
Porsche,Cayenne,2.6,Petrol,2008," 75,987 "," 24,689 "
Toyota,Yaris,1,Hybrid,2011," 89,454 "," 10,326 "
BMW,X3,3,Diesel,2003," 131,362 "," 9,728 "
VW,Passat,1.4,Diesel,2007," 107,491 "," 9,413 "
Toyota,RAV4,2.2,Hybrid,2018," 36,795 "," 52,607 "
Ford,Mondeo,2,Diesel,2002," 171,982 "," 4,555 "
BMW,Z4,2,Petrol,2004," 114,666 "," 8,763 "
Toyota,Yaris,1.4,Hybrid,2016," 50,102 "," 22,172 "
Toyota,RAV4,2.2,Hybrid,2011," 40,160 "," 32,335 "
BMW,M5,4,Petrol,2016," 46,617 "," 79,526 "
VW,Passat,1.6,Diesel,1993," 167,168 "," 2,460 "
Ford,Focus,1,Diesel,2021," 22,739 "," 33,675 "
BMW,Z4,3,Petrol,2004," 154,982 "," 7,795 "
VW,Polo,1,Petrol,2014," 28,217 "," 13,802 "
VW,Polo,1.2,Petrol,1989," 238,914 ", 558 
Ford,Focus,1.6,Petrol,2010," 138,302 "," 8,812 "
Ford,Focus,1.6,Petrol,2018," 33,098 "," 31,312 "
Toyota,Yaris,1.4,Petrol,2011," 67,322 "," 11,852 "
Ford,Focus,1.6,Petrol,2006," 97,407 "," 9,224 "
Porsche,Cayenne,4,Petrol,2018," 26,832 "," 81,104 "
VW,Polo,1.4,Petrol,2000," 164,083 "," 2,425 "
Toyota,RAV4,2.4,Hybrid,2018," 35,801 "," 55,270 "
BMW,M5,4.4,Petrol,1995," 144,242 "," 10,199 "
Ford,Fiesta,1,Diesel,1999," 116,991 "," 2,862 "
Toyota,Prius,1.8,Hybrid,2007," 157,576 "," 8,148 "
Ford,Focus,2,Petrol,2002," 74,722 "," 9,264 "
Ford,Fiesta,1.2,Petrol,2003," 107,850 "," 4,177 "
Toyota,RAV4,2.2,Petrol,2013," 41,121 "," 30,612 "
Toyota,Prius,1,Hybrid,2004," 55,350 "," 10,590 "
Ford,Mondeo,1.4,Diesel,2019," 32,123 "," 32,759 "
Ford,Mondeo,1.4,Petrol,2020," 20,336 "," 35,647 "
Toyota,RAV4,2,Hybrid,2001," 157,776 "," 6,755 "
Toyota,Yaris,1.2,Hybrid,2014," 45,947 "," 18,432 "
Toyota,Prius,1.8,Hybrid,2012," 19,802 "," 29,899 "
BMW,X3,3,Diesel,2015," 62,974 "," 35,516 "
VW,Polo,1.4,Petrol,2013," 80,247 "," 10,998 "
BMW,X3,2,Diesel,2018," 35,007 "," 42,124 "
Ford,Mondeo,2,Diesel,2009," 96,274 "," 13,214 "
Ford,Mondeo,1.6,Diesel,2009," 141,390 "," 8,367 "
VW,Passat,1.6,Diesel,1995," 190,850 "," 2,295 "
BMW,X3,2,Diesel,1997," 232,288 "," 2,242 "
Toyota,Prius,1,Hybrid,2005," 114,218 "," 7,502 "
BMW,X3,2.4,Diesel,2015," 78,771 "," 28,576 "
Toyota,Prius,1.8,Hybrid,2011," 77,101 "," 19,629 "
BMW,M5,5,Petrol,1999," 112,997 "," 18,130 "
Toyota,Prius,1.4,Hybrid,1999," 81,011 "," 7,572 "
Toyota,RAV4,2.4,Petrol,2017," 32,073 "," 44,036 "
Toyota,Prius,1,Hybrid,2003," 121,227 "," 6,223 "
Ford,Focus,1,Petrol,1993," 99,419 "," 3,021 "
Ford,Fiesta,1.2,Petrol,2019," 30,816 "," 20,256 "
VW,Golf,1.4,Petrol,1990," 140,791 "," 1,789 "
Ford,Mondeo,1.6,Diesel,1995," 142,314 "," 3,265 "
VW,Polo,1.6,Petrol,2010," 81,273 "," 9,558 "
Toyota,Yaris,1.4,Hybrid,2015," 49,918 "," 20,765 "
Ford,Focus,2,Diesel,1987," 222,548 "," 1,085 "
BMW,Z4,3,Petrol,2010," 25,602 "," 28,978 "
VW,Golf,1.4,Diesel,2018," 42,570 "," 24,420 "
Toyota,RAV4,1.8,Hybrid,2018," 28,524 "," 49,927 "
Toyota,Yaris,1.4,Hybrid,2012," 80,858 "," 13,871 "
Toyota,Yaris,1.2,Hybrid,2015," 69,832 "," 16,907 "
Toyota,RAV4,2,Petrol,2002," 118,966 "," 8,205 "
Ford,Fiesta,1.2,Petrol,2005," 108,345 "," 4,755 "
Ford,Mondeo,1.4,Diesel,2012," 91,510 "," 13,974 "
VW,Polo,1.6,Diesel,1996," 162,851 "," 2,106 "
BMW,X3,2.4,Petrol,2012," 90,496 "," 20,527 "
VW,Golf,1.4,Petrol,1995," 86,132 "," 3,773 "
VW,Golf,1.6,Petrol,1995," 232,602 "," 1,208 "
Porsche,718 Cayman,2,Petrol,2008," 13,491 "," 26,761 "
Ford,Focus,1.6,Diesel,2012," 66,827 "," 17,867 "
Toyota,RAV4,2.4,Petrol,1994," 134,955 "," 4,654 "
Ford,Fiesta,1,Petrol,2004," 82,884 "," 4,880 "
Toyota,Prius,1,Hybrid,2004," 176,057 "," 4,256 "
Toyota,RAV4,1.8,Petrol,2009," 85,601 "," 15,864 "
Ford,Mondeo,1.4,Hybrid,2006," 156,288 "," 6,485 "
Ford,Mondeo,1.6,Diesel,2015," 20,755 "," 28,605 "
VW,Passat,1.4,Petrol,2020," 16,686 "," 38,420 "
Toyota,RAV4,1.8,Hybrid,1999," 61,285 "," 11,519 "
Toyota,RAV4,2,Petrol,1991," 243,150 "," 1,364 "
VW,Passat,1.6,Diesel,1999," 105,533 "," 5,990 "
Ford,Focus,1.4,Petrol,2013," 51,179 "," 18,816 "
Ford,Mondeo,1.6,Diesel,2010," 80,413 "," 14,134 "
BMW,M5,4.4,Petrol,2021," 18,908 "," 136,739 "
Toyota,Prius,1.8,Hybrid,2022," 7,359 "," 62,236 "
VW,Passat,1.8,Diesel,1989," 113,003 "," 3,084 "
Toyota,Yaris,1.4,Hybrid,2020," 24,579 "," 33,671 "
VW,Golf,1.2,Diesel,1998," 275,489 ", 902 
Toyota,RAV4,2,Hybrid,1999," 103,671 "," 9,045 "
Ford,Focus,2,Petrol,2009," 80,388 "," 14,211 "
Ford,Focus,1,Diesel,2004," 132,050 "," 5,153 "
Ford,Mondeo,2,Hybrid,2015," 33,859 "," 33,930 "
Toyota,RAV4,1.8,Hybrid,1990," 41,559 "," 7,152 "
Porsche,Cayenne,3,Petrol,2004," 89,615 "," 18,475 "
Ford,Fiesta,1,Petrol,2015," 47,937 "," 12,787 "
Toyota,RAV4,1.8,Hybrid,2000," 83,562 "," 10,598 "
Toyota,Yaris,1.2,Petrol,2017," 38,539 "," 19,619 "
BMW,Z4,3,Petrol,1993," 193,718 "," 2,693 "
VW,Polo,1.2,Petrol,2002," 124,548 "," 3,531 "
VW,Polo,2,Petrol,2007," 52,848 "," 10,559 "
Ford,Fiesta,1,Petrol,2012," 30,872 "," 11,592 "
BMW,X3,2,Diesel,2012," 93,014 "," 19,324 "
Porsche,Cayenne,3,Diesel,2006," 105,654 "," 19,728 "
Ford,Mondeo,2,Diesel,1999," 82,885 "," 7,461 "
VW,Golf,1.6,Hybrid,1988," 165,769 "," 1,635 "
Porsche,Cayenne,4,Petrol,2010," 95,806 "," 30,444 "
VW,Polo,1.4,Petrol,2017," 28,590 "," 19,905 "
VW,Polo,1.6,Petrol,1991," 179,442 "," 1,249 "
Ford,Fiesta,1.4,Petrol,2019," 16,601 "," 23,689 "
Ford,Mondeo,1.8,Diesel,1990," 267,681 ", 822 
VW,Passat,1.6,Diesel,2015," 31,648 "," 28,417 "
Ford,Mondeo,1.6,Diesel,2008," 81,491 "," 12,278 "
Porsche,Cayenne,4,Petrol,2015," 42,396 "," 60,617 "
BMW,M5,5,Petrol,2010," 105,072 "," 40,053 "
Porsche,718 Cayman,4,Petrol,2016," 56,368 "," 50,177 "
VW,Passat,2,Petrol,2013," 33,708 "," 26,166 "
VW,Passat,1.8,Diesel,1994," 166,981 "," 2,793 "
Ford,Fiesta,1.4,Petrol,2019," 30,030 "," 21,979 "
Toyota,RAV4,2.2,Petrol,2006," 93,488 "," 13,577 "
VW,Golf,2,Hybrid,2008," 78,220 "," 13,602 "
Ford,Mondeo,1.4,Diesel,2021," 14,046 "," 41,400 "
VW,Passat,1.6,Diesel,2018," 16,060 "," 37,871 "
Ford,Mondeo,2,Diesel,2012," 77,524 "," 18,419 "
VW,Golf,2,Petrol,1991," 246,349 ", 912 
VW,Passat,1.8,Diesel,1996," 157,403 "," 3,458 "
VW,Polo,1.2,Petrol,2020," 17,151 "," 23,989 "
Ford,Focus,2,Petrol,2011," 39,045 "," 21,197 "
VW,Polo,1.6,Petrol,1998," 144,295 "," 2,670 "
Toyota,Prius,1.8,Hybrid,2017," 51,229 "," 34,691 "
BMW,M5,4.4,Petrol,1994," 197,183 "," 6,098 "
VW,Golf,1.2,Petrol,2009," 91,801 "," 8,534 "
VW,Polo,1.2,Petrol,2018," 31,248 "," 19,400 "
VW,Polo,1,Petrol,1990," 183,096 ", 895 
Toyota,Yaris,1,Hybrid,2014," 83,834 "," 13,121 "
VW,Golf,1.4,Petrol,2012," 65,800 "," 13,461 "
Ford,Mondeo,1.4,Diesel,2015," 80,956 "," 18,383 "
Toyota,Prius,1,Hybrid,2022," 7,234 "," 46,418 "
VW,Polo,1.6,Petrol,2007," 77,138 "," 8,051 "
Porsche,911,3,Petrol,1999," 75,376 "," 21,773 "
Toyota,Yaris,1.2,Petrol,1993," 79,874 "," 3,036 "
Ford,Focus,1.4,Petrol,1998," 129,026 "," 3,986 "
Ford,Fiesta,1,Petrol,2014," 32,791 "," 13,099 "
Ford,Fiesta,1,Petrol,1992," 301,203 ", 338 
VW,Passat,1.4,Diesel,2004," 106,298 "," 7,776 "
VW,Polo,1.6,Petrol,2001," 131,151 "," 3,622 "
Ford,Mondeo,1.8,Diesel,2000," 152,868 "," 4,436 "
BMW,M5,4,Petrol,1998," 110,722 "," 15,432 "
Toyota,Yaris,1.4,Hybrid,2002," 108,819 "," 5,822 "
Ford,Mondeo,1.6,Diesel,2013," 34,735 "," 23,120 "
BMW,X3,2.4,Diesel,2016," 37,247 "," 39,855 "
Toyota,Yaris,1.4,Hybrid,2006," 171,429 "," 4,604 "
Toyota,RAV4,2,Hybrid,2001," 118,776 "," 9,225 "
VW,Polo,2,Petrol,1991," 309,306 ", 425 
